config_str,phase,epoch,Metric,Performance,action_dim,batch_size,drop_prob,gamma,hidden_dim,lr,num_epochs,num_hidden,option,state_dim,target_update,use_scheduler
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,0,loss,1.31517137357,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,1,loss,1.30046419754,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,2,loss,1.2753457732,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,3,loss,1.27270899446,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,4,loss,1.2713021697,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,5,loss,1.26929807084,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,6,loss,1.26894962264,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,7,loss,1.26892357396,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,8,loss,1.26746880614,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,9,loss,1.26790330976,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,10,loss,1.26832848019,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,11,loss,1.26057329776,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,12,loss,1.24588605663,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,13,loss,1.24353639669,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,14,loss,1.24220204851,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,15,loss,1.24117612858,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,16,loss,1.24088633247,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,17,loss,1.24013663309,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,18,loss,1.23980698113,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,19,loss,1.23897169246,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,20,loss,1.23888865091,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,21,loss,1.23061064219,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,22,loss,1.21929235621,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,23,loss,1.21749277618,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,24,loss,1.21593744352,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,25,loss,1.21536530948,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,26,loss,1.2138678703,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,27,loss,1.21377259012,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,28,loss,1.21350495703,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,29,loss,1.21307457249,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,30,loss,1.2123195864,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,31,loss,1.20440338116,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,32,loss,1.1958019919,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,33,loss,1.19343240463,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,34,loss,1.19203310715,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,35,loss,1.19056674526,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,36,loss,1.1896524425,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
num_hidden_5target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_512_num_epochs_300_gamma_0.9_action_dim_25_time_24,train,37,loss,1.18879733399,25,512,0.0,0.9,512,0.0001,300,5,linear,46,10,False
