config_str,phase,epoch,Metric,Performance,action_dim,batch_size,drop_prob,gamma,hidden_dim,lr,num_epochs,num_hidden,option,state_dim,target_update,use_scheduler
num_hidden_10target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_256_num_epochs_300_gamma_0.9_action_dim_25_time_08,train,0,loss,1.31054067662,25,512,0.0,0.9,256,0.0001,300,10,linear,46,10,False
num_hidden_10target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_256_num_epochs_300_gamma_0.9_action_dim_25_time_08,train,1,loss,1.2820014344,25,512,0.0,0.9,256,0.0001,300,10,linear,46,10,False
num_hidden_10target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_256_num_epochs_300_gamma_0.9_action_dim_25_time_08,train,2,loss,1.26544062832,25,512,0.0,0.9,256,0.0001,300,10,linear,46,10,False
num_hidden_10target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_256_num_epochs_300_gamma_0.9_action_dim_25_time_08,train,3,loss,1.26437954696,25,512,0.0,0.9,256,0.0001,300,10,linear,46,10,False
num_hidden_10target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_256_num_epochs_300_gamma_0.9_action_dim_25_time_08,train,4,loss,1.26383848912,25,512,0.0,0.9,256,0.0001,300,10,linear,46,10,False
num_hidden_10target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_256_num_epochs_300_gamma_0.9_action_dim_25_time_08,train,5,loss,1.26290065418,25,512,0.0,0.9,256,0.0001,300,10,linear,46,10,False
num_hidden_10target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_256_num_epochs_300_gamma_0.9_action_dim_25_time_08,train,6,loss,1.26344930242,25,512,0.0,0.9,256,0.0001,300,10,linear,46,10,False
num_hidden_10target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_256_num_epochs_300_gamma_0.9_action_dim_25_time_08,train,7,loss,1.26265151721,25,512,0.0,0.9,256,0.0001,300,10,linear,46,10,False
num_hidden_10target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_256_num_epochs_300_gamma_0.9_action_dim_25_time_08,train,8,loss,1.26285496056,25,512,0.0,0.9,256,0.0001,300,10,linear,46,10,False
num_hidden_10target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_256_num_epochs_300_gamma_0.9_action_dim_25_time_08,train,9,loss,1.26250051776,25,512,0.0,0.9,256,0.0001,300,10,linear,46,10,False
num_hidden_10target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_256_num_epochs_300_gamma_0.9_action_dim_25_time_08,train,10,loss,1.26229475009,25,512,0.0,0.9,256,0.0001,300,10,linear,46,10,False
num_hidden_10target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_256_num_epochs_300_gamma_0.9_action_dim_25_time_08,train,11,loss,1.24798503527,25,512,0.0,0.9,256,0.0001,300,10,linear,46,10,False
num_hidden_10target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_256_num_epochs_300_gamma_0.9_action_dim_25_time_08,train,12,loss,1.23633524889,25,512,0.0,0.9,256,0.0001,300,10,linear,46,10,False
num_hidden_10target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_256_num_epochs_300_gamma_0.9_action_dim_25_time_08,train,13,loss,1.23352119101,25,512,0.0,0.9,256,0.0001,300,10,linear,46,10,False
num_hidden_10target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_256_num_epochs_300_gamma_0.9_action_dim_25_time_08,train,14,loss,1.23140933814,25,512,0.0,0.9,256,0.0001,300,10,linear,46,10,False
num_hidden_10target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_256_num_epochs_300_gamma_0.9_action_dim_25_time_08,train,15,loss,1.22970704704,25,512,0.0,0.9,256,0.0001,300,10,linear,46,10,False
num_hidden_10target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_256_num_epochs_300_gamma_0.9_action_dim_25_time_08,train,16,loss,1.22901519991,25,512,0.0,0.9,256,0.0001,300,10,linear,46,10,False
num_hidden_10target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_256_num_epochs_300_gamma_0.9_action_dim_25_time_08,train,17,loss,1.22894393716,25,512,0.0,0.9,256,0.0001,300,10,linear,46,10,False
num_hidden_10target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_256_num_epochs_300_gamma_0.9_action_dim_25_time_08,train,18,loss,1.22839603997,25,512,0.0,0.9,256,0.0001,300,10,linear,46,10,False
num_hidden_10target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_256_num_epochs_300_gamma_0.9_action_dim_25_time_08,train,19,loss,1.22819985877,25,512,0.0,0.9,256,0.0001,300,10,linear,46,10,False
num_hidden_10target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_256_num_epochs_300_gamma_0.9_action_dim_25_time_08,train,20,loss,1.22826439951,25,512,0.0,0.9,256,0.0001,300,10,linear,46,10,False
num_hidden_10target_update_10_option_linear_drop_prob_0.0_state_dim_46_use_scheduler_False_batch_size_512_lr_0.0001_hidden_dim_256_num_epochs_300_gamma_0.9_action_dim_25_time_08,train,21,loss,1.23632373577,25,512,0.0,0.9,256,0.0001,300,10,linear,46,10,False
